	Frame	X pixels	Y pixels	Z pixels	
	235	1110	947.766	0	
	236	1110	948.02	0	
	237	1110	947.383	0	
	238	1110	946.645	0	
	239	1110	947.605	0	
	240	1110	947.375	0	
	241	1110	947.828	0	
	242	1110	949.129	0	
	243	1110	949.898	0	
	244	1110	949.406	0	
	245	1110	949.27	0	
	246	1110	949.309	0	
	247	1110	949.348	0	
	248	1110	949.668	0	
	249	1110	949.707	0	
	250	1110	949.242	0	
	251	1110	949.215	0	
	252	1110	949.164	0	
	253	1110	949.219	0	
	254	1110	948.93	0	
	255	1110	948.77	0	
	256	1110	949.598	0	
	257	1110	951.574	0	
	258	1110	958.949	0	
	259	1110	963.457	0	
	260	1110	962.797	0	
	261	1110	961.203	0	
	262	1110	957.566	0	
	263	1110	956.148	0	
	264	1110	954.738	0	
	265	1110	953.305	0	
	266	1110	950.578	0	
	267	1110	950.18	0	
	268	1110	949.816	0	
	269	1110	949.367	0	
	270	1110	948.711	0	
	271	1110	948.441	0	
	272	1110	948.754	0	
	273	1110	948.457	0	
	274	1110	948.391	0	
	275	1110	948.117	0	
	276	1110	947.895	0	
	277	1110	947.332	0	
	278	1110	946.145	0	
	279	1110	944.867	0	
	280	1110	944.152	0	
	281	1110	943.566	0	
	282	1110	942.234	0	
	283	1110	940.367	0	
	284	1110	937.637	0	
	285	1110	937.188	0	
	286	1110	936.746	0	
	287	1110	936.75	0	
	288	1110	936.629	0	
	289	1110	936.336	0	
	290	1110	936.613	0	
	291	1110	936.391	0	
	292	1110	936.563	0	
	293	1110	936.766	0	
	294	1110	936.746	0	
	295	1110	936.781	0	
	296	1110	936.754	0	
	297	1110	936.332	0	
	298	1110	936.41	0	
	299	1110	936.668	0	
	300	1110	936.797	0	
	301	1110	937.137	0	
	302	1110	937.402	0	
	303	1110	937.578	0	
	304	1110	938.066	0	
	305	1110	939.301	0	
	306	1110	943.695	0	
	307	1110	944.297	0	
	308	1110	944.121	0	
	309	1110	943.363	0	
	310	1110	943.324	0	
	311	1110	943.309	0	
	312	1110	945.109	0	
	313	1110	947.379	0	
	314	1110	949.316	0	
	315	1110	949.289	0	
	316	1110	948.988	0	
	317	1110	949.637	0	
	318	1110	950.57	0	
	319	1110	951.047	0	
	320	1110	951.844	0	
	321	1110	953.621	0	
	322	1110	954.352	0	
	323	1110	955.676	0	
	324	1110	955.676	0	
	325	1110	955.035	0	
	326	1110	950.906	0	
	327	1110	949.059	0	
	328	1110	947.824	0	
	329	1110	946.621	0	
	330	1110	945	0	
	331	1110	943.691	0	
	332	1110	943.203	0	
	333	1110	942	0	
	334	1110	939.738	0	
	335	1110	937.871	0	
	336	1110	935.293	0	
	337	1110	933.086	0	
	338	1110	930.867	0	
	339	1110	929.832	0	
	340	1110	927.801	0	
	341	1110	927.07	0	
	342	1110	926.176	0	
	343	1110	926.23	0	
	344	1110	926.824	0	
	345	1110	927.313	0	
	346	1110	927.336	0	
	347	1110	927.641	0	
	348	1110	927.426	0	
	349	1110	927.621	0	
	350	1110	927.641	0	
	351	1110	927.43	0	
	352	1110	927.633	0	
	353	1110	927.621	0	
	354	1110	927.582	0	
	355	1110	927.723	0	
	356	1110	927.148	0	
	357	1110	927.184	0	
	358	1110	927.379	0	
	359	1110	927	0	
	360	1110	926.207	0	
	361	1110	925.801	0	
	362	1110	925.879	0	
	363	1110	925.816	0	
	364	1110	924.879	0	
	365	1110	924.352	0	
	366	1110	924.301	0	
	367	1110	924.855	0	
	368	1110	924.176	0	
	369	1110	923.348	0	
	370	1110	924.82	0	
	371	1110	925.148	0	
	372	1110	925.094	0	
	373	1110	925.258	0	
	374	1110	925.98	0	
	375	1110	926.699	0	
	376	1110	926.742	0	
	377	1110	926.637	0	
	378	1110	926.648	0	
	379	1110	927.648	0	
	380	1110	932.582	0	
	381	1110	936.738	0	
	382	1110	940.816	0	
	383	1110	941.844	0	
	384	1110	941.414	0	
	385	1110	941.586	0	
	386	1110	941.566	0	
	387	1110	941.953	0	
	388	1110	941.613	0	
	389	1110	941.359	0	
	390	1110	942.406	0	
	391	1110	944.707	0	
	392	1110	947.672	0	
	393	1110	949.188	0	
	394	1110	950.711	0	
	395	1110	951.887	0	
	396	1110	953	0	
	397	1110	952.387	0	
	398	1110	952.836	0	
	399	1110	956.094	0	
	400	1110	957.379	0	
	401	1110	957.938	0	
	402	1110	961.41	0	
	403	1110	962.906	0	
	404	1110	963.867	0	
	405	1110	966.973	0	
	406	1110	969.141	0	
	407	1110	966.246	0	
	408	1110	958.113	0	
	409	1110	954.051	0	
	410	1110	950.656	0	
	411	1110	948.895	0	
	412	1110	943.699	0	
	413	1110	938.402	0	
	414	1110	934.688	0	
	415	1110	931.805	0	
	416	1110	929.082	0	
	417	1110	927.371	0	
	418	1110	923.863	0	
	419	1110	922.973	0	
	420	1110	922.008	0	
	421	1110	921.684	0	
	422	1110	920.898	0	
	423	1110	920.852	0	
	424	1110	920.117	0	
	425	1110	919.148	0	
	426	1110	917.887	0	
	427	1110	916.855	0	
	428	1110	915.133	0	
	429	1110	915.191	0	
	430	1110	915.406	0	
	431	1110	915.398	0	
	432	1110	916.316	0	
	433	1110	916.617	0	
	434	1110	916.32	0	
	435	1110	916.836	0	
	436	1110	917.066	0	
	437	1110	917.238	0	
	438	1110	917.711	0	
	439	1110	917.969	0	
	440	1110	918.949	0	
	441	1110	919.992	0	
	442	1110	920.148	0	
	443	1110	920.625	0	
	444	1110	920.73	0	
	445	1110	920.801	0	
	446	1110	923.746	0	
	447	1110	927.027	0	
	448	1110	933.719	0	
	449	1110	938.164	0	
	450	1110	943.074	0	
	451	1110	943.422	0	
	452	1110	943.074	0	
	453	1110	943.758	0	
	454	1110	945.934	0	
	455	1110	946.793	0	
	456	1110	947.363	0	
	457	1110	947.73	0	
	458	1110	948.051	0	
	459	1110	948.109	0	
	460	1110	949.379	0	
	461	1110	950.07	0	
	462	1110	951.703	0	
	463	1110	951.875	0	
	464	1110	950.34	0	
	465	1110	949	0	
	466	1110	946.078	0	
	467	1110	945.059	0	
	468	1110	944.594	0	
	469	1110	944.148	0	
	470	1110	944.734	0	
	471	1110	944.285	0	
	472	1110	943.938	0	
	473	1110	944.313	0	
	474	1110	946.598	0	
	475	1110	946.293	0	
	476	1110	943.82	0	
	477	1110	939.625	0	
	478	1110	935.188	0	
	479	1110	932.934	0	
	480	1110	931.16	0	
	481	1110	929.887	0	
	482	1110	928.594	0	
	483	1110	928.566	0	
	484	1110	929.254	0	
	485	1110	928.395	0	
	486	1110	927.383	0	
	487	1110	926.652	0	
	488	1110	925.734	0	
	489	1110	925.691	0	
	490	1110	926.582	0	
	491	1110	926	0	
	492	1110	925.031	0	
	493	1110	924.609	0	
	494	1110	924.223	0	
	495	1110	923.688	0	
	496	1110	922.406	0	
	497	1110	920.75	0	
	498	1110	918.875	0	
	499	1110	918.824	0	
	500	1110	918.113	0	
	501	1110	917.816	0	
	502	1110	917.891	0	
	503	1110	917.93	0	
	504	1110	917.992	0	
	505	1110	916.836	0	
	506	1110	914.766	0	
	507	1110	914.051	0	
	508	1110	913.742	0	
	509	1110	913.84	0	
	510	1110	913.258	0	
	511	1110	912.742	0	
	512	1110	911.176	0	
	513	1110	911.066	0	
	514	1110	912	0	
	515	1110	913.824	0	
	516	1110	916.328	0	
	517	1110	917.348	0	
	518	1110	925.648	0	
	519	1110	933.008	0	
	520	1110	930.754	0	
	521	1110	930.73	0	
	522	1110	930.254	0	
	523	1110	928.395	0	
	524	1110	926.891	0	
	525	1110	926.285	0	
	526	1110	926.109	0	
	527	1110	925.777	0	
	528	1110	925.152	0	
	529	1110	924.68	0	
	530	1110	924.246	0	
	531	1110	923.813	0	
	532	1110	922.406	0	
	533	1110	921.965	0	
	534	1110	921.219	0	
	535	1110	921.059	0	
	536	1110	920.941	0	
	537	1110	920.258	0	
	538	1110	920.684	0	
	539	1110	920.813	0	
	540	1110	917.863	0	
	541	1110	916.313	0	
	542	1110	918.207	0	
	543	1110	921.258	0	
	544	1110	923.188	0	
	545	1110	924.719	0	
	546	1110	927.234	0	
	547	1110	928.254	0	
	548	1110	929.332	0	
	549	1110	929.91	0	
	550	1110	930.324	0	
	551	1110	931.148	0	
	552	1110	932.695	0	
	553	1110	933.387	0	
	554	1110	933.613	0	
	555	1110	933.801	0	
	556	1110	933.313	0	
	557	1110	934.098	0	
	558	1110	940.684	0	
	559	1110	947.215	0	
	560	1110	950.734	0	
	561	1110	948.781	0	
	562	1110	946.414	0	
	563	1110	949.754	0	
	564	1110	956.18	0	
	565	1110	957.688	0	
	566	1110	956.875	0	
	567	1110	955.906	0	
	568	1110	952.816	0	
	569	1110	950.152	0	
	570	1110	941.242	0	
	571	1110	938.16	0	
	572	1110	936.891	0	
	573	1110	936.945	0	
	574	1110	939.871	0	
	575	1110	945.25	0	
	576	1110	950.566	0	
	577	1110	955.73	0	
	578	1110	958.039	0	
	579	1110	956.914	0	
	580	1110	948.203	0	
	581	1110	940.789	0	
	582	1110	934.691	0	
	583	1110	931.723	0	
	584	1110	927.75	0	
	585	1110	926.145	0	
	586	1110	923.59	0	
	587	1110	922.617	0	
	588	1110	920.723	0	
	589	1110	919.598	0	
	590	1110	917.871	0	
	591	1110	917.098	0	
	592	1110	917.809	0	
	593	1110	917.699	0	
	594	1110	918.238	0	
	595	1110	918.773	0	
	596	1110	919.07	0	
	597	1110	919.41	0	
	598	1110	919.691	0	
	599	1110	919.879	0	
	600	1110	920.391	0	
	601	1110	920.773	0	
	602	1110	920.855	0	
	603	1110	921.043	0	
	604	1110	921.234	0	
	605	1110	921.137	0	
	606	1110	921.758	0	
	607	1110	922.379	0	
	608	1110	925.668	0	
	609	1110	930.98	0	
	610	1110	932.73	0	
	611	1110	934.242	0	
	612	1110	937.125	0	
	613	1110	939.086	0	
	614	1110	941.664	0	
	615	1110	942.949	0	
	616	1110	947.063	0	
	617	1110	948.199	0	
	618	1110	951.117	0	
	619	1110	952.727	0	
	620	1110	953.016	0	
	621	1110	951.883	0	
	622	1110	951.871	0	
	623	1110	953.625	0	
	624	1110	957.793	0	
	625	1110	959.402	0	
	626	1110	960.715	0	
	627	1110	959.813	0	
	628	1110	956.586	0	
	629	1110	952.934	0	
	630	1110	944.902	0	
	631	1110	938.633	0	
	632	1110	933.879	0	
	633	1110	932.992	0	
	634	1110	932.82	0	
	635	1110	932.82	0	
	636	1110	934.246	0	
	637	1110	935.895	0	
	638	1110	939.363	0	
	639	1110	942.047	0	
	640	1110	944.164	0	
	641	1110	945.27	0	
	642	1110	940.262	0	
	643	1110	937.34	0	
	644	1110	932.82	0	
	645	1110	930.605	0	
	646	1110	929.707	0	
	647	1110	928.895	0	
	648	1110	925.727	0	
	649	1110	923.578	0	
	650	1110	919.652	0	
	651	1110	917.363	0	
	652	1110	916.871	0	
	653	1110	917.039	0	
	654	1110	917.066	0	
	655	1110	916.414	0	
	656	1110	915.688	0	
	657	1110	915.313	0	
	658	1110	915.281	0	
	659	1110	914.934	0	
	660	1110	914.629	0	
	661	1110	914.93	0	
	662	1110	915.938	0	
	663	1110	916.129	0	
	664	1110	917.043	0	
	665	1110	917.375	0	
	666	1110	918.223	0	
	667	1110	918.25	0	
	668	1110	918.742	0	
	669	1110	919.063	0	
	670	1110	919.191	0	
	671	1110	919.277	0	
	672	1110	919.238	0	
	673	1110	919.285	0	
	674	1110	919.051	0	
	675	1110	919.051	0	
	676	1110	919.066	0	
	677	1110	918.93	0	
	678	1110	918.781	0	
	679	1110	918.359	0	
	680	1110	918.344	0	
	681	1110	918.223	0	
	682	1110	918.34	0	
	683	1110	919.66	0	
	684	1110	923.281	0	
	685	1110	920.945	0	
	686	1110	925.043	0	
	687	1110	933.262	0	
	688	1110	939.805	0	
	689	1110	942.777	0	
	690	1110	941.586	0	
	691	1110	940.566	0	
	692	1110	940.148	0	
	693	1110	940.063	0	
	694	1110	941.359	0	
	695	1110	942.242	0	
	696	1110	943.906	0	
	697	1110	944.785	0	
	698	1110	944.621	0	
	699	1110	943.426	0	
	700	1110	940.711	0	
	701	1110	941.613	0	
	702	1110	944.34	0	
	703	1110	946.082	0	
	704	1110	946.845	0	
	705	1110	947.605	0	
	706	1110	948.366	0	
	707	1110	949.123	0	
	708	1110	949.874	0	
	709	1110	950.623	0	
	710	1110	951.363	0	
	711	1110	952.098	0	
	712	1110	952.826	0	
	713	1110	953.546	0	
	714	1110	954.255	0	
	715	1110	954.956	0	
	716	1110	955.645	0	
	717	1110	956.314	0	
	718	1110	956.969	0	
	719	1110	957.609	0	
	720	1110	958.229	0	
	721	1110	958.828	0	
	722	1110	959.405	0	
	723	1110	959.958	0	
	724	1110	960.485	0	
	725	1110	960.982	0	
	726	1110	961.448	0	
	727	1110	961.878	0	
	728	1110	962.27	0	
	729	1110	962.617	0	
	730	1110	962.917	0	
	731	1110	963.163	0	
	732	1110	963.348	0	
	733	1110	963.463	0	
	734	1110	963.5	0	
